RocNews0,"b'@Breaking911 The information is very well circulated, this shit is out there and you have no idea what you\xe2\x80\x99re getting.This is no longer the \xe2\x80\x9copioid crisis\xe2\x80\x9d that was caused by big Pharma over-prescribing. These are just people using drugs and being too stupid to realize the deadly consequences'"
Candis1Land,b'@DanLairdMD @CMerandi Wtg Claudia! CDC is for infectious diseases. Pain/pain meds are NOT an infectious disease. CDC does NOT have ANY authority to write on pain! All opioid guidelines from CDC need be revoked/voided. &amp; Docs told to return patients to last most effective dose b4 guidelines. @Ric4PAGuv'
zacyoga,b'@Deschedule420 GOP goes on and on about opioid addiction but will throw you in jail if you have a natural weed for your ailments that\xe2\x80\x99s not physically addictive. Good for the Governor!'
ILoveKindness2,b'@greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@NolteNC @greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@jimmyfailla @greggutfeld @Gutfeldfox @KatTimpf @PlanetTyrus GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@ajwimsatt @greggutfeld @Bluescity3 @KatTimpf @Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@PascaleHawk @jimmyfailla @Gutfeldfox @KatTimpf @PlanetTyrus @greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@KarenGrayson17 @jimmyfailla @Gutfeldfox @KatTimpf @PlanetTyrus @greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
psylium1,b'@Aella_Girl Yeah cause the war on drugs was filled with \xe2\x80\x9creal\xe2\x80\x9d and \xe2\x80\x9clegal\xe2\x80\x9d drugs and that gave us the opioid crisis because those drugs were man made and legal and nobody saw any harm in those being out there until there was a generation of people addicted to them'
ILoveKindness2,b'@GazpachoCop @jimmyfailla @Gutfeldfox @KatTimpf @PlanetTyrus @greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@jimmyfailla @Gutfeldfox @KatTimpf @PlanetTyrus @greggutfeld GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@3CatsFollowMe @Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
ILoveKindness2,b'@Gutfeldfox GREG!!!\nStop!\nGod did NOT make illegal aliens!! Stop it \xf0\x9f\x92\x94\n\nAND ask a addicts mom about our opioid epidemic!! \xf0\x9f\x98\x9e\nHINT- fentanyl is NOT walking over in the arms of desperate migrants! We are making fentanyl right HERE &amp; it is being flown in!!\n\n\xf0\x9f\x92\x94'
Solis_Alis_,b'I really don\xe2\x80\x99t have anything to confess to anymore. My mistakes in life have been paid back tenfold at least. Also I pretty much documented my struggle with opioid addiction on this shithole site (smart move!) and got lots of love and support for it. So yeah I\xe2\x80\x99m goodt'
vinayjmathrubai,b'Olicerdine is the new mu opioid receptor agonist used in treating acute pain in adults.'
yunjuyingyi2,"b'As for the former, the combination of propofol with an opioid, such as remifentanil or fentanyl , will provide required analgesia.'"
melbee4444,"b'@connorkishva to come up w more potent supply(fent,carfent, xylazine) and now pain patients and those with legitimate need for opioid prescriptions are left to live a life of suffering. Many turn to the black market in desperation for their lives back, and they\xe2\x80\x99re dying. Long gone are the\xe2\x80\xa67'"
dynamic_fatima,b'@EbonyJHilton_MD @Punkintweets The Govt/FDA have been wrong many times\nRadium girls\nThalidomide\nDiethylstilbestrol\nVioxx\nOpioid crisis\n\nThe most similar though has to be Dr Ignaz Semmelweis &amp; his allegedly insane idea to reduce maternal morbidity &amp; mortality by increasing proper hand washing amongst Doctors.'
scastro87,"b'@jeffandersoncpa @wil_da_beast630 Doctors to an extent but only a small minority of opioid addicts, including those who abuse opioid pills, were ever legally prescribed opioids.'"
melbee4444,b'@connorkishva We could essentially end the cartel\xe2\x80\x99s drug trade in America with safe supply. Criminalization does NOT stop people from using drugs. It\xe2\x80\x99s proven to only further the harm. Increased criminalization with increased opioid phobia (thank you DEA) has led illicit drug manufacturers\xe2\x80\xa66'
helplessduck,"b'@CynicalTherapi1 @thrivingfornow The attention on the opioid crisis has had a boomerang effect. When I end up in the ED, it is because I NEED Dilaudid to bring the pain under control enough that I can communicate about this emergency. I want the Sacklers to hang as much as anyone, but I have to fight for hours.'"
sonowe_,b'@CantBanMiMi Def lean\xe2\x80\xa6 smh opioid headset'
DJadeite,b'@PankhurstEM @HarleyM1952 And the companies that benefited from those opioid pushing strategies profit from the treatment of opioid addiction too. Win win for pharma.'
cumrazor666,b'a major deterrent to developing an opioid addiction for me is they make my tummy feel icky'
DJadeite,b'@PankhurstEM @HarleyM1952 and opioid prescribing. Only free textbook I ever got and I realized only a decade later that it was propaganda pushing bad science and saying it was evidence based. Bad science that increased the prescribing patterns of future docs and increased pharma profits.'
pharmacist_gerl,b'@B53535353b @kroger @MdBreathe Lmfao you have no idea what you\xe2\x80\x99re talking about. Pharmacists refuse opioid prescriptions all of the time. Which guess what? Come from doctors. Moron.'
ForeignWonkery,b'The United States died of opioid-related overdose deaths in 2020.'
eullrich11,"b'@RareAction as a fellow advocate &amp; rare chronic illness pt, I\xe2\x80\x99m reaching out to you to ask for your important respected voice on the CDC Opioid Prescribing Guidelines draft. They close on 4/11/22. PLEASE let them know that if the say 50MME, it WILL CAUSE HARMin our community!\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\xa9\xb9'"
GlambyChandler,"b'@scrowder @GmorganJr yo! Saw that y\'all are doing a segment on the ""opioid crisis"" next week. I\'ve been on a pain mgmt program that includes a month script for oxy for over 5 yrs for chronic pain. Would love to chat/ answer questions if interested. Live in DFW. 35 yr old female.'"
LMerritt1,"b'@ForwardCarolina @NCGOP Oh, don\xe2\x80\x99t even tell me anyone is seriously considering letting those two scammers anywhere near major funding for one of our most deadly problems, opioid addiction! \n\nAny group getting funding should use proven approaches &amp; therapies and have a record of results. \n#DemCastNC'"
reddy_kp,b'Offsetting a carbon footprint is like fines for the pharma companies for causing the opioid crisis. Does it make you sleep any better at night?'
NathanBritton_,"b'@AWhite7877 @NatsMoose @NatsFanatic82 Snakes, opioid addicts, and the apple house. That\xe2\x80\x99s all that place has to offer'"
cowboy_rocky,"b'fellas is it gay to sit with the deep, deep grief and anger you have from the opioid crisis'"
safetycloset,"b""@SuperTe93299239 @Thermobaric_ @TheInsiderPaper I work in EMS &amp; I work with people with substance use disorders. articles with clickbait headlines don't help the opioid crisis; they perpetuate hysteria &amp; they further stigmatize the people who need help. characterizing 2 bricks of fent as equivalent to a bioweapon - not helping"""
ToutSuiteSinner,"b'@MarshaBlackburn A problematic senator...*ahem*... took $700k from the opioid industry. Can you use your free speech to expound on that, Marsha?'"
meandutu07,b'@Brooklynative12 @Breaking911 @reginahicksreal How else r they going to pay their opioid lawsuit settlement?'
sandwich_wet,b'so what if instead of an opioid epidemic it was a ketamine epidemic'
RobutBeepBeep,b'We need to find a solution to this opioid crisis !'
PeasantTheory,"b'@MfkingRastaV3 @ashot2remember @cvspharmacy Was disgusted when reviewing a number of opioid treatment guides to see pain patients referred to as users, not patients. And that sums up the plight of pain patients in a nutshell. All part of being punished for the illegal acts of others.'"
patrick73432346,"b'@OccupyDemocrats Marsha the Queen of Opioid addiction, on the take from Big PHARMA .'"
Gardner4ever,"b""@freep Let's see she was so drunk at a college football game they had to use a wheelchair to get out of the stadium, then she admits she had an opioid addiction, (obviously, she is cross-addicted), now she shares an abortion. PLEASE VOTE FOR ANYONE BUT HER IN NOVEMBER."""
theleftislying,b'Has anyone noticed the new \xe2\x80\x9cstartups\xe2\x80\x9d focusing on #ADHD? it feels like a new era of opioid epidemic but 5 ADHD meds aka Legal Speed drugs. It\xe2\x80\x99s quite BS. You speak 2 THEIR Dr\xe2\x80\x99s who prescribe meds. Similar 2 when Cali had medical Canabis w Dr\xe2\x80\x99s prescribing Canabis 2 any1 paying up'
cornlady90210,b'@beerex00 @filmgrips @CfaTodd @sonalibasak I bet you think Purdue &amp; the Sacklers are completely innocent for the opioid addiction epidemic too. and that theres 0 correlation between them and the economic desperation bankers wrought. \n\npoor rustbeltistan folks have all the power here!'
beerex00,"b""@cornlady90210 @filmgrips @CfaTodd @sonalibasak Nah, you're just making the excuses for the opioid addicted cry babies that made their own beds and now want somewhere else to place the blame. Bankers are a lot of things, they're not killers. Whatever happened to personal accountability?"""
Maryann02527523,b'@CasperRuud98 My son had all 4 taken out in 2020 with how do you find an oral surgeon in the middle of the pandemic.Ate soup for a week. Had to take opioid drug pills for 1 week. Ate soup.  Then all was fine.  That was with 4 teeth. So you should be good soon with only one tooth.'
ghostofCarthago,b'@doctacam1 @CCoxley @zerohedge The point is they passed and continually cleared a drug that was verifiably addictive and allowed Perdue to put verbiage that said it was only addictive in less than 1% of cases. It kicked off the opioid crisis and has led to at least 400k deaths. The FDA was clearly complicit.'
JosephFalzone16,"b'@Lanachka2021 This is the moral panic created by the anti-opioid groups. The moral panic has resulted in fear, anxiety, marked societal overcorrection, no or low opioid use (think HICP need), and problems WORSE than the original problem.\nHonestly and a return to a scientific reality is needed.'"
MRCeagle,b'@Maggie_Hassan While you looking into the Opioid Crises you should be looking into Hospital and Doctor practices and policies that over prescribed high end opioids on a regular basis.\n\nThis problem was perpetuated on many levels but The feds seems overly focused on the manufacturers.'
RogueWolf2001,b'@do_unite @CanadaPain @Angel2bme @night_harbinger @hope411adcock @RNPhillipsiii @process_x @JSG_54 @CRPSisaRealPain @judo4me @AdamGentry2021 @DanBoon63784314 @donnelsonguy @DocBearOMD @DoctorsofC @jillyannjiggs @LeahLonebear @kaake_rn @RNadvocating @1Power_me @Angelsgal02 @MikeMcAulay3 2) I ask bc there ARE conditions/health issues which can cause nearly all opioid pain meds(along w/MANY other meds/substances!)to be damaging to that person\xe2\x80\x99s health. However\xe2\x80\xa6if u dont have those very limited specific issues/conditions..opioid pain meds are VERY safe! CONT\xe2\x80\xa6'
CarcosaLobbyist,"b""@highprogressive @nsamsen jfc his wounded pride compelled him to stick a knife in her past opioid addiction and you're here doing damage control for him. absolutely vile stuff man"""
KellyMalacko,b'@authorjesspayne Hi! I\xe2\x80\x99m Kelly. I write suspense with social issue themes. \nMy WIP has \nski racing\xe2\x9b\xb7\nOpioid addiction\xf0\x9f\x92\x8a\nFamily secret\xe2\x80\x99s \xf0\x9f\x97\xa3'
RogueWolf2001,b'@do_unite @CanadaPain @Angel2bme @night_harbinger @hope411adcock @RNPhillipsiii @process_x @JSG_54 @CRPSisaRealPain @judo4me @AdamGentry2021 @DanBoon63784314 @donnelsonguy @DocBearOMD @DoctorsofC @jillyannjiggs @LeahLonebear @kaake_rn @RNadvocating @1Power_me @Angelsgal02 @MikeMcAulay3 How are Rx opioid pain meds \xe2\x80\x9ckilling\xe2\x80\x9d you slowly? If taken properly &amp; as long as to you dont require SUPER EXTREME high dosages(ie 100s of mg per dose)&amp; you arent in liver failure/have extreme liver issues..Rx opioid pain meds are EXTREMELY safe &amp; dont build up or cause damage'
mman0128,b'@MarshaBlackburn Can you explain why you took 750k from opioid drug companies Marsha?'
TH3VOIDZ,"b'mom : one pupil is bigger than the ofher ...\nme : wtf that means brain trauma\nlil sis : no it can happen when ppl are on lsd\nmom : are you on drugs? what are you on \nme , stone cold sober n only having weird pupils bc its a sign of opioid withdrawal : ((((((:'"
just_brash1,"b'@NoOneYT7 subox is for opioid dependence, only'"
MorriseyWV,b'We are four days in to the landmark trial against several opioid manufacturers which operated in our state.  \n\nMy team and I are fully engaged and focused on securing the best possible result for West Virginia and holding these defendants accountable.'
ILoveOxycodone,b'People mad at other people when they post their pressed 30s because \xe2\x80\x98why you proud of taking fentanyl\xe2\x80\x99 but don\xe2\x80\x99t say shit when someone posts real 30s\xe2\x80\xa6 why be proud of taking any opioid whatsoever? It\xe2\x80\x99s all the same shit.. let people be &amp; post whatever they want. Nobody \xe2\x80\x98proud\xe2\x80\x99.'
DrPpMunoz,"b'Abdallah et al, Chronic breathlessness (morphine) and healthy volunteers (remifentanil), even subtle reductions in measures of mood reduced breathlessness response to opioids: as depression and anxiety increased, so opioid responsiveness decreased'"
PatriciaGBarnes,"b""@MarshaBlackburn Here's another frightening thing. According to the Netflix documentary, Crime of the Century, Sen. Blackburn played a key role in advancing the opioid crisis by shielding  Purdue Pharma from the U.S. Drug Enforcement Administration."""
aliboomaye,"b""@yossarian67 It was so very good. Can't believe the opioid crisis went on for as long as it did. How could those people selling them sleep at night I wonder?"""
Caitlinh24,"b""@Pattytaor @nocolove86 @ABC Doesn't it get embarrassing when you regurgitate rhetoric from a senator whose state encourages pedophiles and incest? From a senator who is bought and paid for by the opioid companies. Why can't you look up the commission report and think for yourself for a change?"""
hippopo39231592,"b'@crud_man @Big_Al_Forreal Salva has a weird pharmacology- it\xe2\x80\x99s a kappa opioid receptor agonist, which does not allow it to fit neatly into any category of hallucinogen. \n\nSome people call it a dissociative though, but it really isn\xe2\x80\x99t like that pharmacologically either.'"
RMPartnership_,b'Commissioner @SteveODorisio shared about the work Rocky Mountain Partnership is doing to support @adamscountygov and the region to address issues impacting the community as a result of the opioid epidemic.'
pdxpragmatist,b'@rivercitywriter @JH4PDX Okay? And? Meth heads didn\xe2\x80\x99t become homeless because of deceptive opioid marketing practices. You\xe2\x80\x99re a fucking idiot.'
RoncaLeonardo,"b""@plainemmajane Sadly I see it outside work every day. In Cambridge on specifically Galt per capita it's one of the worst areas for opioid overdoses"""
BubgerBoi,b'The Legend of Zelda: Opioid of Time'
jethanwallace,"b'If your reaction to the opioid crisis is \xe2\x80\x9cclose the border\xe2\x80\x9d and not \xe2\x80\x9cinvestigate and prosecute big pharma\xe2\x80\x9d, I\xe2\x80\x99m not sorry but I don\xe2\x80\x99t believe you actually care about helping anyone suffering from addiction'"
nopittie,b'@NatBourre @_sci_cat_ @YoniFreedhoff @PHealthGnome They are only selling a percoset type opioid otc in Iceland \xf0\x9f\x98\x90'
SarahFallisPRN,"b'Instead of studying for my Chronic Pain exam, I went to a spin class to see the effect of 5-HT release &amp; endorphins binding to those mu opioid receptors.\n\nThe verdict is out! Science is factual -  endorphins truly produce an euphoric state!\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\xa4\xa9'"
RealDylanKnight,b'@prodkanga @BillRatchet @xxsophiexxo @merakidemoreau why tf would a weed man lace his shit with fent he\xe2\x80\x99s not selling to opioid addicts that he can further hook that\xe2\x80\x99s just not a sound investment'
Angel2bme,b'@JoeAllenNewman @Pine_Mtn_Girl It\xe2\x80\x99s solely the result of the CDC Rx opioid GLs. Avoiding our all over HC is their way to completely avoid having any discussion about RXing opioids My PCP wouldn\xe2\x80\x99t discuss my CBC &amp; other test results for nearly 3yrs until I found a PCP. ONLY THEN did he finally discuss results.'
boxbreds,b'Fentanyl crisis started because of crack down on opioid abuse. Think about it. More people are dying than before the crackdown started. So all in all the crackdown made things much worse.'
Eli_B_Cook,b'Met a nice Stanford undergrad who told me that economists in her department teach that opioid addiction is nothing more than a time-preference irrationality as people are too heavily discounting the fact that they are going to die'
pennywise56,"b""@DanielTurnerPTF WOW who does \xf0\x9f\x92\xa9like that? @MarshaBlackburn takes \xf0\x9f\x92\xa9loads of money from opioid traffickers to vote their way. If you can't clean your own damn house don't try to clean someone else's."""
ianthegnome,b'Want to see the world heal fast? Let\xe2\x80\x99s prosecute all involved with unnecessary highly addictive opioid  products. @joerogan \xf0\x9f\x95\x8a'
vera_tenacious,"b'@Jilliankirby79 @perfectrose2011 @Kristy91808800 @richardzussman @jjhorgan @adriandix @CDCofBC She was overseeing (mismanaging - see: opioid/drug poisoning crisis) public health response in this role before the #COVID19 pandemic. \n\nNot only are we still paying Henry handsomely, we are also footing the bill for the contracted PR team that crafts her public statements.'"
evamaile,"b'@GovTimWalz today took new action to combat the opioid and addiction epidemic across the state. This important step will fight addiction and save lives in Minnesota.\n\xc2\xa0\nThank you, Governor Walz!'"
ASanchezs65,"b""My friend has stage 4 bc cancer &amp; lung ca but @kroger pharmacy seems to have a problem filling her rx every single mo. She's on a low dose #rx opioid but they give her a hard time. Even ca pts r not immune to the #opioidhysteria"""
ChiliPaste2022,"b'@RideshareDMV Gay mafia is real but chump vets are trash too. Haha are you a doped-up opioid addict vet? My American flag makes an excellent doormat, chump.'"
emmjay44,b'Not JD Vance blaming the opioid epidemic on Mexicans'
deepleftAndrew,b'@DanielTurnerPTF Marsha Blackburn took $700K from opioid manufacturers. Now you know why Republicans are scum.'
RyanMarino,b'@tmarshall_phd @goldberg_dan It would be a big range. And there\xe2\x80\x99s no good definition of opioid naive'
JessicaVickery,b'Wow\xe2\x80\xa6Sitting here watching #Dopesick on #Hulu &amp;I\xe2\x80\x99m absolutely sick yet not that surprised to learn that #RudyGiuliani had a huge hand in the #opioid crisis in this country!!As stomach turning as it is it\xe2\x80\x99s just one more testament to the absolute moral absence of these people!\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xae'
jackfruitusa,"b'@JohnDelaney especially since the white working class is collectively committing suicide with opioid addiction,covid infection and refusing to pay for insurance'"
allentien,"b'#CannabinoidScience Even health scientists have unconscious bias and firm-wired stigma against medical use of cannabis, know little about cannabinoid pharmacology, e.g. complex modulatory interactions between endogenous opioid and cannabinoid brain receptors #SharedFacts'"
allentien,"b'#CannabinoidScience Even health scientists have unconscious bias and firm-wired stigma against medical use of cannabis, know little about cannabinoid pharmacology, e.g. complex interactions between endogenous opioid and cannabinoid brain receptors #SharedFacts'"
ay_bear,b'@tfletch2 @Mermaids4Kamala Salvia does not contain dmt. The main psychedelic component is salvinorin A which binds to the kappa opioid receptors'
PerditionReigns,b'@TimRunsHisMouth Especially when it comes to buying Republicans and causing an opioid epidemic.'
FPTweets11,b'@RotatesAU @elonmusk God do I truly hope you\xe2\x80\x99re joking\xe2\x80\xa6 if the gift you are giving your 13 YO son is a twitter account and getting him hooked on social media at such a young age you have other problems that won\xe2\x80\x99t be fixed. But if doctor told you give him this opioid Rx you wouldn\xe2\x80\x99t blink I bet smh'
Bilked2TheBrink,"b'@annemarie1219 We never gave anything above 5 mg, and no one ever had \xe2\x80\x9copioid induced hyperalgesia\xe2\x80\x9d. So many LIES.'"
alleghenyJOB,"b'Bethany asks Brinkman if they\'ve been able to do ""induction"" to MAT for people who were not previously prescribed this kind of medication. They\'re not doing that yet, Bethany asks to be updated when they are able to expand to induction for ppl with unmedicated opioid use disorder'"
MoltenPepperoni,b'@CPPatientsWar Good article thank you. Sadly I struggle with opioid addiction.'
Kreativkitchen,b'@SgtOnPatrol Suboxone 1 of the treatments for fentanyl users in recovery. covered until you are 25.  After 25 it is not covered&amp; only costs 10$/day.  We ARE in an opioid crisis.  Extend coverage for recovering addicts. Help them succeed.  The annual cost less than 1 visit to hospital'
